"Date","Publisher","Pollster","Type","Sample","Party","Mandates","Election"
2009-01-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",1018,"חדש",4,2009
2009-01-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",1018,"יהדות התורה",4,2009
2009-01-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",1018,"בלד",3,2009
2009-01-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",1018,"הבית היהודי",2,2009
2009-01-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",1018,"רעמ תעל",2,2009
2009-01-08,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",1018,"רשימות שוליים",2,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"הליכוד",31,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"קדימה",27,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"העבודה",16,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"שס",11,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"ישראל ביתנו",10,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"מרצ",7,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"יהדות התורה",5,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"חדש",4,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"בלד",3,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"האיחוד הלאומי",3,2009
2009-01-07,"ערוץ 10","קמיל פוקס","מדגם",500,"רעמ תעל",3,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"הליכוד",32,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"קדימה",25,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"העבודה",17,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"ישראל ביתנו",10,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"שס",10,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"מרצ",6,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"יהדות התורה",5,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"הבית היהודי",4,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"בלד",3,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"חדש",3,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"רעמ תעל",3,2009
2009-01-07,"ערוץ 2","מאגר מוחות","פאנל",500,"האיחוד הלאומי",2,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"הליכוד",33,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"קדימה",27,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"העבודה",12,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"ישראל ביתנו",11,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"שס",7,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"מרצ",6,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"הבית היהודי",5,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"חדש",4,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"יהדות התורה",4,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"בלד",3,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"האיחוד הלאומי",3,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"רעמ תעל",3,2009
2009-01-07,"רדיו 100fm","גיאוקרטוגרפיה","מדגם",500,"רשימות שוליים",2,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"הליכוד",31,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"קדימה",28,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"העבודה",15,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"ישראל ביתנו",13,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"שס",9,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"מרצ",5,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"האיחוד הלאומי",4,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"יהדות התורה",4,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"בלד",3,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"חדש",3,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"רעמ תעל",3,2009
2009-01-05,"ערוץ 2","פאנלס פוליטיקס","פאנל",913,"הבית היהודי",2,2009
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"קדימה",34,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"העבודה",21,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"הליכוד",13,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"ישראל ביתנו",12,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"שס",11,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"האיחוד הלאומי",9,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"יהדות התורה",6,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"מרצ",5,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"רעמ תעל",3,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"בלד",2,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"גיל",2,2006
2006-03-27,"ידיעות אחרונות","מינה צמח","מדגם",1115,"חדש",2,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"קדימה",34,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"העבודה",17,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"הליכוד",14,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"ישראל ביתנו",12,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"שס",12,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"האיחוד הלאומי",11,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"יהדות התורה",5,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"מרצ",5,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"בלד",3,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"חדש",3,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"רעמ תעל",3,2006
2006-03-27,"מעריב","טלסקר","מדגם",500,"גיל",1,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"קדימה",36,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"העבודה",18,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"הליכוד",14,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"האיחוד הלאומי",12,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"שס",11,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"ישראל ביתנו",7,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"יהדות התורה",6,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"מרצ",6,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"רעמ תעל",4,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"בלד",2,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"גיל",2,2006
2006-03-26,"הארץ","קמיל פוקס","מדגם",500,"חדש",2,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"קדימה",34,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"העבודה",19,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"ישראל ביתנו",15,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"הליכוד",12,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"האיחוד הלאומי",8,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"שס",8,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"יהדות התורה",7,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"מרצ",6,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"רעמ תעל",3,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"בלד",2,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"גיל",2,2006
2006-03-26,"ערוץ 2","מאגר מוחות","מדגם",500,"חדש",2,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"קדימה",34,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"העבודה",20,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"הליכוד",18,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"ישראל ביתנו",13,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"שס",9,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"האיחוד הלאומי",7,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"יהדות התורה",6,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"מרצ",6,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"רעמ תעל",3,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"בלד",2,2006
2006-03-23,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"חדש",2,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"קדימה",34,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"העבודה",19,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"הליכוד",15,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",11,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"שס",11,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"האיחוד הלאומי",10,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",6,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"מרצ",5,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"בלד",3,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"חדש",3,2006
2006-03-23,"גלובס","רפי סמית","מדגם",500,"רעמ תעל",3,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"קדימה",36,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"העבודה",21,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"הליכוד",14,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"ישראל ביתנו",11,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"שס",11,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"האיחוד הלאומי",9,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"מרצ",6,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"יהדות התורה",5,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"רעמ תעל",3,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"בלד",2,2006
2006-03-23,"ידיעות אחרונות","מינה צמח","מדגם",1062,"חדש",2,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"קדימה",37,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"העבודה",21,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"הליכוד",14,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"האיחוד הלאומי",11,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"ישראל ביתנו",10,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"שס",9,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"יהדות התורה",5,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"מרצ",5,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"רעמ תעל",4,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"בלד",2,2006
2006-03-23,"מעריב","טלסקר","מדגם",500,"חדש",2,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"קדימה",33,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"העבודה",18,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"הליכוד",16,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"ישראל ביתנו",11,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"שס",10,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"האיחוד הלאומי",9,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"יהדות התורה",7,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"מרצ",6,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"רעמ תעל",4,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"בלד",2,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"גיל",2,2006
2006-03-23,"רשת ב","מאגר מוחות","מדגם",500,"חדש",2,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"קדימה",36,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"העבודה",17,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"הליכוד",14,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"שס",11,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"האיחוד הלאומי",9,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"ישראל ביתנו",9,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"יהדות התורה",6,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"מרצ",6,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"רעמ תעל",4,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"בלד",3,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"חדש",3,2006
2006-03-22,"הארץ","קמיל פוקס","מדגם",500,"גיל",2,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"קדימה",33,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"העבודה",20,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"הליכוד",15,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"ישראל ביתנו",12,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"שס",8,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"האיחוד הלאומי",7,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"יהדות התורה",7,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"מרצ",6,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"רעמ תעל",3,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"בלד",2,2006
2006-03-22,"ערוץ 2","מאגר מוחות","מדגם",500,"חדש",2,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"קדימה",39,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"הליכוד",17,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"העבודה",17,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"ישראל ביתנו",12,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"שס",8,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"האיחוד הלאומי",6,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"יהדות התורה",6,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"חדש",4,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"מרצ",4,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"רעמ תעל",4,2006
2006-03-21,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"בלד",3,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"קדימה",35,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"העבודה",21,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"הליכוד",16,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"ישראל ביתנו",11,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"שס",10,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"האיחוד הלאומי",8,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"יהדות התורה",7,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"מרצ",5,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"רעמ תעל",3,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"בלד",2,2006
2006-03-17,"מקור ראשון","מאגר מוחות","מדגם",500,"חדש",2,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"קדימה",43,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"הליכוד",16,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"העבודה",14,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"ישראל ביתנו",11,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"האיחוד הלאומי",9,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"שס",9,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"יהדות התורה",7,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"מרצ",4,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"רעמ תעל",4,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"בלד",2,2006
2006-03-16,"גל""צ","גיאוקרטוגרפיה","מדגם",500,"חדש",2,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"קדימה",36,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"העבודה",19,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"הליכוד",15,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"האיחוד הלאומי",10,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",10,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"שס",10,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",6,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"מרצ",5,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"בלד",3,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"חדש",3,2006
2006-03-16,"גלובס","רפי סמית","מדגם",500,"רעמ תעל",3,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"קדימה",39,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"העבודה",19,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"הליכוד",15,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"שס",11,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"ישראל ביתנו",10,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"האיחוד הלאומי",8,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"יהדות התורה",6,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"מרצ",4,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"רעמ תעל",4,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"בלד",2,2006
2006-03-16,"ידיעות אחרונות","מינה צמח","מדגם",1002,"חדש",2,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"קדימה",39,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"העבודה",20,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"הליכוד",15,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"שס",10,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"האיחוד הלאומי",8,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"ישראל ביתנו",8,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"מרצ",6,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"יהדות התורה",5,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"בלד",3,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"חדש",3,2006
2006-03-16,"מעריב","טלסקר","מדגם",500,"רעמ תעל",3,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"קדימה",36,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"העבודה",21,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"הליכוד",17,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"ישראל ביתנו",10,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"שס",10,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"האיחוד הלאומי",9,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"יהדות התורה",6,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"מרצ",4,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"בלד",2,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"חדש",2,2006
2006-03-16,"רשת ב","מאגר מוחות","מדגם",500,"רעמ תעל",2,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"קדימה",37,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"העבודה",20,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"הליכוד",16,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"ישראל ביתנו",10,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"שס",10,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"האיחוד הלאומי",8,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"יהדות התורה",6,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"מרצ",5,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"רעמ תעל",4,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"בלד",2,2006
2006-03-15,"הארץ","קמיל פוקס","מדגם",500,"חדש",2,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"קדימה",42,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"העבודה",16,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"הליכוד",15,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"ישראל ביתנו",10,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"האיחוד הלאומי",9,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"שס",9,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"יהדות התורה",7,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"מרצ",4,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"רעמ תעל",3,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"בלד",2,2006
2006-03-14,"ערוץ 1","גיאוקרטוגרפיה","מדגם",500,"חדש",2,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"קדימה",34,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"הליכוד",18,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"העבודה",18,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"האיחוד הלאומי",10,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",10,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"שס",10,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",6,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"מרצ",5,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"בלד",3,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"חדש",3,2006
2006-03-09,"גלובס","רפי סמית","מדגם",500,"רעמ תעל",3,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"קדימה",37,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"העבודה",20,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"הליכוד",14,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"שס",11,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"ישראל ביתנו",10,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"האיחוד הלאומי",8,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"יהדות התורה",6,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"מרצ",6,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"רעמ תעל",4,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"בלד",2,2006
2006-03-09,"ידיעות אחרונות","מינה צמח","מדגם",500,"חדש",2,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"קדימה",38,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"העבודה",19,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"הליכוד",17,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"האיחוד הלאומי",9,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"ישראל ביתנו",9,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"שס",9,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"יהדות התורה",5,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"מרצ",5,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"בלד",3,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"חדש",3,2006
2006-03-09,"מעריב","טלסקר","מדגם",500,"רעמ תעל",3,2006
2006-03-09,"רשת ב","מאגר מוחות","מדגם",500,"קדימה",35,2006
2006-03-09,"רשת ב","מאגר מוחות","מדגם",500,"העבודה",19,2006
2006-03-09,"רשת ב","מאגר מוחות","מדגם",500,"הליכוד",15,2006
2006-03-09,"רשת ב","מאגר מוחות","מדגם",500,"ישראל ביתנו",10,2006
2006-03-09,"רשת ב","מאגר מוחות","מדגם",500,"האיחוד הלאומי",9,2006
2006-03-09,"רשת ב","מאגר מוחות","מדגם",500,"שס",8,2006
