 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
פתח תקווה, 007900, 0118.0, 000513, 000397, 000000, 000397, 000106, 000009, 000000, 000000, 000000, 000000, 000070, 000000, 000000, 000000, 000000, 000022, 000011, 000098, 000010, 000000, 000000, 000000, 000000, 000045, 000000, 000000, 000004, 000009, 000000, 000013
פתח תקווה, 007900, 0119.0, 000507, 000359, 000001, 000358, 000070, 000009, 000000, 000000, 000000, 000000, 000093, 000000, 000000, 000000, 000000, 000020, 000010, 000071, 000012, 000000, 000000, 000000, 000000, 000042, 000000, 000000, 000003, 000016, 000001, 000011
פתח תקווה, 007900, 0120.0, 000583, 000417, 000001, 000416, 000129, 000011, 000000, 000000, 000000, 000000, 000017, 000000, 000000, 000000, 000000, 000050, 000020, 000083, 000016, 000000, 000000, 000000, 000000, 000077, 000000, 000000, 000002, 000004, 000000, 000007
פתח תקווה, 007900, 0121.0, 000521, 000342, 000000, 000342, 000077, 000000, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000000, 000000, 000039, 000024, 000110, 000012, 000000, 000000, 000000, 000000, 000050, 000000, 000000, 000007, 000001, 000000, 000004
פתח תקווה, 007900, 0122.0, 000550, 000359, 000002, 000357, 000082, 000001, 000000, 000000, 000000, 000000, 000033, 000000, 000000, 000000, 000000, 000044, 000031, 000087, 000008, 000000, 000000, 000000, 000000, 000050, 000000, 000000, 000005, 000004, 000000, 000012
פתח תקווה, 007900, 0123.0, 000750, 000495, 000001, 000494, 000114, 000006, 000001, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000042, 000031, 000155, 000029, 000000, 000001, 000000, 000001, 000066, 000000, 000000, 000007, 000005, 000000, 000015
פתח תקווה, 007900, 0125.0, 000687, 000507, 000007, 000500, 000042, 000127, 000000, 000000, 000000, 000000, 000091, 000000, 000000, 000000, 000000, 000030, 000020, 000078, 000006, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000001, 000048, 000000, 000039
פתח תקווה, 007900, 0126.0, 000746, 000509, 000001, 000508, 000130, 000016, 000000, 000000, 000000, 000000, 000051, 000000, 000000, 000000, 000000, 000052, 000044, 000114, 000005, 000000, 000000, 000000, 000000, 000073, 000000, 000000, 000007, 000008, 000000, 000008
פתח תקווה, 007900, 0127.0, 000587, 000375, 000015, 000360, 000079, 000012, 000000, 000000, 000000, 000000, 000046, 000000, 000000, 000000, 000000, 000031, 000037, 000075, 000006, 000000, 000000, 000000, 000001, 000052, 000000, 000000, 000004, 000006, 000000, 000011
פתח תקווה, 007900, 0128.0, 000570, 000412, 000002, 000410, 000059, 000117, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000000, 000000, 000030, 000031, 000068, 000007, 000000, 000000, 000000, 000000, 000020, 000000, 000000, 000002, 000016, 000000, 000030
פתח תקווה, 007900, 0129.0, 000564, 000461, 000003, 000458, 000065, 000028, 000000, 000000, 000000, 000000, 000159, 000000, 000000, 000000, 000000, 000014, 000004, 000090, 000006, 000000, 000000, 000000, 000000, 000066, 000000, 000000, 000000, 000016, 000000, 000010
פתח תקווה, 007900, 0130.0, 000613, 000495, 000001, 000494, 000084, 000007, 000000, 000000, 000000, 000000, 000165, 000000, 000000, 000000, 000000, 000020, 000001, 000130, 000006, 000000, 000000, 000000, 000000, 000050, 000000, 000000, 000001, 000018, 000000, 000012
פתח תקווה, 007900, 0131.0, 000682, 000433, 000003, 000430, 000043, 000057, 000001, 000000, 000000, 000000, 000033, 000000, 000000, 000000, 000000, 000031, 000037, 000098, 000017, 000000, 000000, 000000, 000000, 000049, 000000, 000003, 000003, 000014, 000000, 000044
פתח תקווה, 007900, 0132.0, 000701, 000441, 000005, 000436, 000070, 000027, 000000, 000000, 000000, 000000, 000030, 000001, 000000, 000000, 000000, 000047, 000047, 000090, 000010, 000000, 000001, 000000, 000000, 000053, 000000, 000002, 000003, 000018, 000001, 000036
פתח תקווה, 007900, 0133.0, 000453, 000242, 000006, 000236, 000041, 000004, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000000, 000000, 000027, 000033, 000073, 000002, 000000, 000000, 000000, 000000, 000022, 000000, 000001, 000000, 000004, 000000, 000011
פתח תקווה, 007900, 0134.0, 000685, 000298, 000009, 000289, 000024, 000004, 000000, 000000, 000000, 000000, 000010, 000000, 000000, 000000, 000000, 000030, 000048, 000106, 000006, 000000, 000000, 000000, 000000, 000034, 000000, 000000, 000003, 000005, 000001, 000018
פתח תקווה, 007900, 0135.0, 000722, 000447, 000009, 000438, 000068, 000002, 000000, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000000, 000050, 000062, 000136, 000010, 000000, 000000, 000000, 000000, 000060, 000000, 000000, 000003, 000003, 000000, 000028
פתח תקווה, 007900, 0136.0, 000548, 000288, 000004, 000284, 000033, 000002, 000000, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000000, 000030, 000055, 000095, 000006, 000000, 000000, 000000, 000000, 000024, 000000, 000000, 000005, 000002, 000000, 000017
פתח תקווה, 007900, 0137.0, 000571, 000336, 000008, 000328, 000040, 000007, 000000, 000000, 000000, 000000, 000017, 000000, 000000, 000000, 000000, 000033, 000060, 000108, 000003, 000000, 000000, 000000, 000000, 000031, 000001, 000000, 000006, 000006, 000000, 000016
פתח תקווה, 007900, 0138.0, 000624, 000487, 000000, 000487, 000183, 000007, 000004, 000000, 000000, 000000, 000066, 000000, 000000, 000000, 000000, 000029, 000004, 000076, 000037, 000000, 000000, 000000, 000000, 000059, 000000, 000000, 000006, 000006, 000000, 000010
פתח תקווה, 007900, 0139.0, 000401, 000314, 000002, 000312, 000082, 000010, 000000, 000000, 000000, 000000, 000068, 000000, 000000, 000000, 000000, 000020, 000008, 000071, 000012, 000000, 000000, 000001, 000000, 000030, 000000, 000000, 000003, 000004, 000000, 000003
פתח תקווה, 007900, 0140.0, 000603, 000476, 000000, 000476, 000107, 000016, 000001, 000000, 000000, 000000, 000081, 000000, 000000, 000000, 000000, 000042, 000009, 000096, 000034, 000000, 000000, 000000, 000000, 000063, 000000, 000001, 000004, 000008, 000001, 000013
פתח תקווה, 007900, 0141.0, 000511, 000374, 000001, 000373, 000063, 000036, 000000, 000000, 000000, 000000, 000070, 000000, 000000, 000000, 000000, 000030, 000008, 000077, 000013, 000000, 000000, 000000, 000000, 000039, 000000, 000001, 000003, 000017, 000000, 000016
פתח תקווה, 007900, 0142.0, 000393, 000241, 000001, 000240, 000035, 000005, 000000, 000000, 000000, 000000, 000027, 000001, 000000, 000000, 000000, 000030, 000012, 000075, 000010, 000000, 000000, 000000, 000000, 000014, 000000, 000000, 000002, 000008, 000000, 000021
פתח תקווה, 007900, 0143.0, 000754, 000559, 000004, 000555, 000108, 000055, 000000, 000000, 000000, 000000, 000106, 000000, 000000, 000000, 000000, 000047, 000009, 000116, 000017, 000000, 000000, 000000, 000000, 000048, 000000, 000000, 000006, 000027, 000000, 000016
פתח תקווה, 007900, 0144.0, 000659, 000440, 000003, 000437, 000097, 000006, 000001, 000000, 000000, 000000, 000026, 000000, 000000, 000000, 000000, 000050, 000042, 000129, 000006, 000001, 000001, 000000, 000000, 000058, 000000, 000000, 000004, 000002, 000000, 000014
פתח תקווה, 007900, 0145.0, 000623, 000412, 000002, 000410, 000108, 000026, 000000, 000000, 000000, 000000, 000050, 000000, 000000, 000000, 000000, 000025, 000042, 000080, 000010, 000000, 000000, 000000, 000000, 000045, 000000, 000000, 000003, 000010, 000000, 000011
פתח תקווה, 007900, 0146.0, 000728, 000514, 000002, 000512, 000075, 000080, 000000, 000000, 000000, 000000, 000116, 000000, 000000, 000000, 000000, 000029, 000015, 000106, 000011, 000000, 000000, 000000, 000000, 000026, 000000, 000000, 000004, 000030, 000001, 000019
פתח תקווה, 007900, 0147.0, 000594, 000471, 000004, 000467, 000107, 000042, 000000, 000000, 000000, 000000, 000070, 000000, 000000, 000000, 000000, 000022, 000013, 000098, 000014, 000000, 000000, 000000, 000000, 000065, 000000, 000000, 000008, 000013, 000000, 000015
פתח תקווה, 007900, 0148.0, 000471, 000306, 000004, 000302, 000039, 000002, 000000, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000000, 000051, 000034, 000092, 000004, 000000, 000000, 000000, 000000, 000030, 000000, 000001, 000005, 000009, 000000, 000020
פתח תקווה, 007900, 0149.0, 000602, 000361, 000004, 000357, 000047, 000003, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000000, 000000, 000040, 000063, 000130, 000003, 000000, 000000, 000001, 000000, 000027, 000000, 000000, 000005, 000005, 000000, 000015
פתח תקווה, 007900, 0150.0, 000513, 000363, 000003, 000360, 000086, 000004, 000000, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000028, 000010, 000127, 000002, 000000, 000000, 000000, 000000, 000054, 000000, 000001, 000002, 000004, 000000, 000022
פתח תקווה, 007900, 0151.0, 000735, 000501, 000007, 000494, 000047, 000010, 000000, 000000, 000001, 000000, 000049, 000000, 000000, 000000, 000000, 000060, 000031, 000160, 000001, 000000, 000000, 000000, 000000, 000044, 000000, 000001, 000001, 000029, 000000, 000060
פתח תקווה, 007900, 0152.0, 000564, 000352, 000012, 000340, 000037, 000003, 000001, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000000, 000037, 000026, 000146, 000005, 000000, 000000, 000001, 000000, 000037, 000000, 000001, 000002, 000006, 000000, 000027
פתח תקווה, 007900, 0153.0, 000608, 000506, 000002, 000504, 000016, 000019, 000001, 000000, 000000, 000000, 000186, 000000, 000000, 000000, 000000, 000019, 000004, 000105, 000001, 000000, 000000, 000000, 000000, 000011, 000000, 000002, 000000, 000078, 000001, 000061
פתח תקווה, 007900, 0154.0, 000525, 000389, 000003, 000386, 000094, 000005, 000001, 000000, 000000, 000000, 000031, 000000, 000000, 000000, 000000, 000031, 000034, 000104, 000009, 000003, 000000, 000000, 000000, 000062, 000000, 000001, 000001, 000005, 000001, 000004
פתח תקווה, 007900, 0155.0, 000609, 000356, 000007, 000349, 000053, 000007, 000000, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000001, 000045, 000040, 000115, 000008, 000000, 000000, 000000, 000000, 000036, 000001, 000000, 000006, 000007, 000000, 000010
פתח תקווה, 007900, 0156.0, 000444, 000376, 000003, 000373, 000036, 000013, 000000, 000000, 000000, 000000, 000107, 000000, 000000, 000000, 000000, 000033, 000015, 000107, 000000, 000000, 000000, 000001, 000000, 000030, 000000, 000000, 000004, 000015, 000000, 000012
פתח תקווה, 007900, 0157.0, 000570, 000337, 000004, 000333, 000028, 000000, 000000, 000000, 000000, 000001, 000021, 000000, 000000, 000000, 000000, 000035, 000029, 000157, 000001, 000001, 000000, 000000, 000000, 000021, 000000, 000000, 000004, 000002, 000000, 000033
פתח תקווה, 007900, 0158.0, 000644, 000465, 000011, 000454, 000028, 000007, 000000, 000001, 000000, 000000, 000032, 000000, 000000, 000000, 000000, 000063, 000010, 000200, 000001, 000000, 000000, 000000, 000000, 000027, 000000, 000001, 000006, 000017, 000000, 000061
פתח תקווה, 007900, 0159.0, 000590, 000475, 000008, 000467, 000018, 000018, 000001, 000000, 000000, 000000, 000099, 000000, 000000, 000000, 000000, 000030, 000027, 000114, 000006, 000000, 000000, 000000, 000000, 000012, 000000, 000000, 000005, 000045, 000001, 000091
פתח תקווה, 007900, 0160.0, 000553, 000372, 000004, 000368, 000073, 000003, 000000, 000000, 000000, 000000, 000020, 000001, 000000, 000000, 000000, 000034, 000062, 000097, 000006, 000000, 000000, 000000, 000000, 000045, 000000, 000000, 000003, 000007, 000000, 000017
פתח תקווה, 007900, 0161.0, 000689, 000502, 000005, 000497, 000101, 000002, 000001, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000085, 000030, 000162, 000005, 000000, 000000, 000000, 000001, 000049, 000000, 000001, 000007, 000018, 000002, 000012
פתח תקווה, 007900, 0162.0, 000490, 000318, 000007, 000311, 000052, 000056, 000000, 000000, 000000, 000000, 000038, 000000, 000000, 000000, 000000, 000029, 000024, 000052, 000006, 000001, 000000, 000000, 000000, 000030, 000000, 000000, 000002, 000008, 000001, 000012
פתח תקווה, 007900, 0163.0, 000631, 000494, 000003, 000491, 000137, 000013, 000000, 000000, 000000, 000000, 000048, 000000, 000000, 000000, 000000, 000037, 000025, 000128, 000019, 000000, 000000, 000000, 000000, 000062, 000000, 000001, 000003, 000009, 000000, 000009
פתח תקווה, 007900, 0164.0, 000506, 000319, 000001, 000318, 000063, 000006, 000000, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000042, 000034, 000090, 000002, 000000, 000000, 000000, 000000, 000043, 000000, 000000, 000001, 000002, 000001, 000014
פתח תקווה, 007900, 0165.0, 000764, 000516, 000010, 000506, 000100, 000004, 000001, 000000, 000000, 000000, 000034, 000000, 000000, 000000, 000000, 000058, 000069, 000147, 000005, 000000, 000000, 000000, 000000, 000060, 000000, 000001, 000005, 000004, 000000, 000018
פתח תקווה, 007900, 0166.0, 000707, 000469, 000004, 000465, 000067, 000004, 000000, 000000, 000001, 000000, 000031, 000000, 000000, 000000, 000000, 000065, 000061, 000136, 000008, 000000, 000000, 000000, 000000, 000042, 000000, 000000, 000009, 000013, 000001, 000027
פתח תקווה, 007900, 0167.0, 000682, 000394, 000009, 000385, 000048, 000006, 000001, 000000, 000000, 000000, 000025, 000000, 000000, 000000, 000000, 000035, 000068, 000122, 000003, 000001, 000000, 000000, 000000, 000046, 000000, 000000, 000001, 000008, 000002, 000019
פתח תקווה, 007900, 0168.0, 000709, 000406, 000014, 000392, 000036, 000004, 000000, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000000, 000039, 000060, 000147, 000008, 000001, 000000, 000000, 000000, 000042, 000000, 000001, 000007, 000009, 000000, 000022
פתח תקווה, 007900, 0169.0, 000595, 000323, 000004, 000319, 000042, 000025, 000000, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000000, 000032, 000050, 000079, 000010, 000001, 000000, 000000, 000000, 000033, 000000, 000000, 000000, 000018, 000000, 000014
פתח תקווה, 007900, 0170.0, 000679, 000466, 000006, 000460, 000036, 000006, 000001, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000000, 000073, 000052, 000196, 000010, 000000, 000000, 000000, 000000, 000046, 000000, 000000, 000012, 000001, 000001, 000010
פתח תקווה, 007900, 0171.0, 000593, 000426, 000002, 000424, 000099, 000001, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000000, 000000, 000043, 000047, 000118, 000007, 000001, 000000, 000000, 000000, 000044, 000000, 000000, 000005, 000006, 000000, 000023
פתח תקווה, 007900, 0172.0, 000568, 000380, 000007, 000373, 000034, 000003, 000001, 000000, 000000, 000000, 000023, 000000, 000000, 000000, 000000, 000061, 000030, 000160, 000002, 000000, 000000, 000000, 000000, 000027, 000000, 000001, 000003, 000011, 000000, 000017
פתח תקווה, 007900, 0173.0, 000733, 000505, 000005, 000500, 000110, 000033, 000000, 000000, 000000, 000000, 000039, 000000, 000000, 000000, 000000, 000038, 000045, 000113, 000012, 000000, 000000, 000000, 000000, 000063, 000000, 000001, 000005, 000018, 000000, 000023
פתח תקווה, 007900, 0174.0, 000629, 000501, 000004, 000497, 000132, 000010, 000000, 000000, 000000, 000000, 000088, 000000, 000000, 000000, 000000, 000048, 000013, 000108, 000011, 000000, 000000, 000000, 000000, 000062, 000000, 000002, 000003, 000011, 000000, 000009
פתח תקווה, 007900, 0175.0, 000495, 000260, 000005, 000255, 000030, 000006, 000001, 000000, 000000, 000001, 000006, 000000, 000000, 000000, 000000, 000044, 000041, 000092, 000003, 000000, 000000, 000000, 000000, 000017, 000000, 000000, 000002, 000006, 000000, 000006
פתח תקווה, 007900, 0176.0, 000618, 000434, 000003, 000431, 000101, 000020, 000001, 000000, 000000, 000000, 000036, 000000, 000000, 000000, 000000, 000041, 000044, 000103, 000006, 000000, 000000, 000000, 000000, 000050, 000000, 000000, 000004, 000010, 000001, 000014
פתח תקווה, 007900, 0177.0, 000469, 000334, 000003, 000331, 000063, 000002, 000000, 000000, 000000, 000000, 000025, 000000, 000000, 000000, 000000, 000044, 000009, 000115, 000007, 000000, 000000, 000001, 000000, 000033, 000000, 000000, 000004, 000007, 000000, 000021
פתח תקווה, 007900, 0179.0, 000709, 000504, 000006, 000498, 000107, 000009, 000000, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000054, 000029, 000159, 000017, 000000, 000000, 000000, 000000, 000074, 000000, 000000, 000005, 000003, 000001, 000019
פתח תקווה, 007900, 0185.0, 000691, 000512, 000003, 000509, 000126, 000006, 000000, 000000, 000000, 000000, 000026, 000000, 000000, 000000, 000000, 000077, 000017, 000123, 000011, 000000, 000000, 000000, 000000, 000100, 000000, 000000, 000004, 000004, 000000, 000015
פתח תקווה, 007900, 0186.0, 000719, 000486, 000006, 000480, 000045, 000004, 000000, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000057, 000043, 000198, 000008, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000009, 000016, 000000, 000042
פתח תקווה, 007900, 0187.0, 000671, 000510, 000002, 000508, 000002, 000055, 000000, 000000, 000000, 000000, 000051, 000000, 000000, 000000, 000000, 000008, 000006, 000056, 000001, 000000, 000000, 000000, 000000, 000006, 000000, 000002, 000000, 000063, 000000, 000258
פתח תקווה, 007900, 0188.0, 000581, 000383, 000008, 000375, 000035, 000013, 000000, 000000, 000000, 000000, 000047, 000000, 000000, 000000, 000000, 000035, 000032, 000103, 000009, 000000, 000000, 000000, 000000, 000038, 000001, 000000, 000005, 000021, 000000, 000036
פתח תקווה, 007900, 0189.0, 000570, 000396, 000005, 000391, 000056, 000003, 000000, 000000, 000000, 000000, 000026, 000000, 000000, 000000, 000000, 000048, 000040, 000149, 000005, 000000, 000000, 000000, 000000, 000038, 000000, 000000, 000005, 000005, 000000, 000016
פתח תקווה, 007900, 0191.0, 000437, 000334, 000004, 000330, 000082, 000006, 000000, 000000, 000000, 000000, 000047, 000000, 000000, 000000, 000000, 000037, 000019, 000076, 000010, 000000, 000000, 000000, 000000, 000036, 000000, 000000, 000000, 000008, 000000, 000009
פתח תקווה, 007900, 0192.0, 000598, 000323, 000005, 000318, 000037, 000005, 000001, 000000, 000000, 000000, 000012, 000000, 000000, 000000, 000000, 000030, 000048, 000109, 000005, 000000, 000001, 000000, 000000, 000034, 000000, 000000, 000002, 000008, 000001, 000025
פתח תקווה, 007900, 0193.0, 000491, 000319, 000008, 000311, 000031, 000005, 000000, 000000, 000000, 000000, 000023, 000000, 000000, 000000, 000000, 000041, 000009, 000125, 000005, 000000, 000000, 000000, 000000, 000018, 000000, 000001, 000004, 000003, 000001, 000045
פתח תקווה, 007900, 0194.0, 000524, 000354, 000001, 000353, 000046, 000008, 000000, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000054, 000011, 000144, 000001, 000000, 000001, 000000, 000000, 000026, 000000, 000000, 000004, 000014, 000000, 000023
פתח תקווה, 007900, 0195.0, 000617, 000452, 000002, 000450, 000021, 000033, 000000, 000001, 000000, 000000, 000086, 000000, 000000, 000000, 000000, 000027, 000007, 000143, 000003, 000001, 000000, 000000, 000000, 000014, 000000, 000000, 000006, 000023, 000000, 000085
פתח תקווה, 007900, 0196.0, 000677, 000420, 000012, 000408, 000021, 000019, 000000, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000037, 000058, 000158, 000004, 000001, 000000, 000000, 000000, 000017, 000000, 000000, 000006, 000006, 000000, 000060
פתח תקווה, 007900, 0197.0, 000595, 000520, 000004, 000516, 000000, 000037, 000000, 000000, 000000, 000000, 000082, 000000, 000000, 000000, 000000, 000006, 000003, 000045, 000001, 000000, 000000, 000000, 000000, 000007, 000000, 000000, 000001, 000066, 000000, 000268
פתח תקווה, 007900, 0198.0, 000675, 000613, 000008, 000605, 000002, 000372, 000000, 000000, 000000, 000000, 000022, 000000, 000000, 000000, 000000, 000002, 000003, 000015, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000001, 000058, 000000, 000128
פתח תקווה, 007900, 0199.0, 000559, 000422, 000005, 000417, 000025, 000011, 000000, 000000, 000000, 000000, 000053, 000000, 000000, 000000, 000000, 000016, 000073, 000061, 000002, 000000, 000000, 000000, 000000, 000032, 000000, 000000, 000004, 000028, 000000, 000112
פתח תקווה, 007900, 0200.0, 000698, 000603, 000004, 000599, 000184, 000002, 000000, 000000, 000000, 000000, 000022, 000000, 000000, 000000, 000000, 000044, 000020, 000167, 000017, 000000, 000001, 000000, 000000, 000130, 000000, 000000, 000003, 000003, 000000, 000006
פתח תקווה, 007900, 0201.0, 000583, 000484, 000000, 000484, 000105, 000003, 000000, 000001, 000000, 000000, 000036, 000000, 000000, 000000, 000000, 000073, 000024, 000154, 000010, 000000, 000000, 000000, 000000, 000057, 000000, 000000, 000001, 000002, 000000, 000018
פתח תקווה, 007900, 0202.0, 000530, 000422, 000000, 000422, 000116, 000002, 000000, 000000, 000000, 000001, 000022, 000000, 000000, 000000, 000000, 000037, 000010, 000097, 000022, 000000, 000000, 000000, 000000, 000099, 000000, 000000, 000005, 000003, 000000, 000008
פתח תקווה, 007900, 0203.0, 000710, 000617, 000001, 000616, 000201, 000001, 000000, 000000, 000000, 000000, 000032, 000000, 000000, 000000, 000000, 000065, 000009, 000116, 000020, 000000, 000000, 000000, 000000, 000154, 000000, 000000, 000001, 000001, 000000, 000016
פתח תקווה, 007900, 0204.0, 000620, 000526, 000001, 000525, 000156, 000000, 000001, 000000, 000000, 000000, 000022, 000000, 000000, 000000, 000000, 000048, 000016, 000141, 000012, 000000, 000001, 000000, 000000, 000116, 000000, 000000, 000007, 000000, 000000, 000005
פתח תקווה, 007900, 0205.0, 000480, 000293, 000006, 000287, 000049, 000006, 000001, 000000, 000000, 000000, 000012, 000000, 000000, 000000, 000000, 000030, 000038, 000097, 000006, 000000, 000000, 000000, 000000, 000030, 000000, 000001, 000004, 000002, 000000, 000011
פתח תקווה, 007900, 0206.0, 000725, 000385, 000006, 000379, 000043, 000002, 000001, 000000, 000000, 000000, 000023, 000000, 000000, 000000, 000000, 000031, 000080, 000120, 000002, 000001, 000000, 000000, 000000, 000045, 000000, 000000, 000008, 000004, 000001, 000018
פתח תקווה, 007900, 0207.0, 000743, 000609, 000003, 000606, 000160, 000001, 000005, 000000, 000000, 000000, 000027, 000000, 000000, 000000, 000000, 000064, 000010, 000185, 000019, 000000, 000000, 000000, 000000, 000107, 000000, 000001, 000008, 000007, 000001, 000011
פתח תקווה, 007900, 0208.0, 000696, 000440, 000003, 000437, 000040, 000007, 000000, 000000, 000000, 000000, 000025, 000000, 000000, 000000, 000000, 000063, 000066, 000159, 000009, 000000, 000000, 000000, 000000, 000034, 000000, 000001, 000003, 000006, 000000, 000024
פתח תקווה, 007900, 0209.0, 000619, 000493, 000002, 000491, 000139, 000000, 000001, 000000, 000000, 000000, 000032, 000000, 000000, 000000, 000000, 000057, 000016, 000129, 000006, 000000, 000000, 000000, 000000, 000098, 000000, 000000, 000002, 000002, 000000, 000009
פתח תקווה, 007900, 0210.0, 000713, 000492, 000000, 000492, 000080, 000009, 000000, 000000, 000000, 000000, 000019, 000000, 000000, 000000, 000000, 000063, 000031, 000166, 000011, 000001, 000000, 000000, 000000, 000056, 000000, 000001, 000006, 000017, 000001, 000031
פתח תקווה, 007900, 0211.0, 000585, 000478, 000001, 000477, 000140, 000003, 000000, 000001, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000060, 000012, 000098, 000017, 000000, 000000, 000001, 000000, 000104, 000000, 000000, 000004, 000001, 000000, 000015
פתח תקווה, 007900, 0212.0, 000619, 000416, 000004, 000412, 000043, 000004, 000000, 000000, 000000, 000000, 000022, 000000, 000000, 000000, 000000, 000058, 000053, 000158, 000000, 000000, 000000, 000000, 000000, 000037, 000000, 000000, 000006, 000004, 000000, 000027
פתח תקווה, 007900, 0213.0, 000547, 000480, 000003, 000477, 000029, 000018, 000000, 000000, 000000, 000000, 000207, 000000, 000000, 000000, 000000, 000020, 000001, 000113, 000006, 000001, 000000, 000000, 000000, 000047, 000000, 000000, 000004, 000024, 000000, 000007
פתח תקווה, 007900, 0214.0, 000425, 000286, 000011, 000275, 000043, 000004, 000000, 000000, 000000, 000000, 000019, 000000, 000000, 000000, 000000, 000029, 000045, 000090, 000004, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000000, 000005, 000001, 000005
פתח תקווה, 007900, 0215.0, 000533, 000348, 000008, 000340, 000043, 000004, 000000, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000000, 000037, 000050, 000121, 000007, 000000, 000000, 000000, 000000, 000027, 000000, 000000, 000000, 000009, 000000, 000027
פתח תקווה, 007900, 0216.0, 000512, 000244, 000010, 000234, 000030, 000006, 000001, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000000, 000032, 000039, 000070, 000008, 000000, 000000, 000000, 000000, 000012, 000000, 000000, 000003, 000005, 000000, 000022
פתח תקווה, 007900, 0217.0, 000716, 000455, 000009, 000446, 000075, 000010, 000000, 000000, 000000, 000000, 000044, 000000, 000000, 000000, 000000, 000045, 000034, 000150, 000005, 000000, 000000, 000000, 000000, 000037, 000000, 000000, 000005, 000013, 000000, 000028
פתח תקווה, 007900, 0218.0, 000576, 000399, 000004, 000395, 000064, 000007, 000000, 000000, 000002, 000001, 000027, 000000, 000000, 000000, 000000, 000040, 000030, 000130, 000003, 000000, 000000, 000000, 000000, 000054, 000000, 000000, 000007, 000006, 000001, 000023
פתח תקווה, 007900, 0219.0, 000458, 000295, 000004, 000291, 000064, 000000, 000000, 000000, 000000, 000000, 000027, 000000, 000000, 000000, 000000, 000046, 000038, 000065, 000005, 000000, 000000, 000000, 000000, 000026, 000000, 000000, 000009, 000002, 000000, 000009
פתח תקווה, 007900, 0220.0, 000727, 000545, 000002, 000543, 000103, 000045, 000001, 000000, 000000, 000000, 000130, 000000, 000000, 000000, 000000, 000025, 000011, 000090, 000023, 000002, 000000, 000001, 000000, 000055, 000001, 000000, 000005, 000029, 000000, 000022
פתח תקווה, 007900, 0221.0, 000643, 000478, 000007, 000471, 000133, 000006, 000001, 000000, 000000, 000000, 000039, 000000, 000000, 000000, 000000, 000042, 000030, 000127, 000012, 000000, 000000, 000000, 000000, 000060, 000000, 000000, 000003, 000008, 000000, 000010
פתח תקווה, 007900, 0222.0, 000584, 000389, 000004, 000385, 000056, 000082, 000000, 000000, 000000, 000000, 000029, 000000, 000000, 000000, 000000, 000013, 000032, 000071, 000009, 000000, 000000, 000000, 000000, 000041, 000000, 000000, 000005, 000018, 000000, 000029
פתח תקווה, 007900, 0223.0, 000508, 000352, 000012, 000340, 000031, 000005, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000007, 000167, 000085, 000004, 000000, 000000, 000000, 000000, 000027, 000000, 000000, 000004, 000004, 000000, 000002
פתח תקווה, 007900, 0225.0, 000443, 000261, 000004, 000257, 000054, 000005, 000000, 000000, 000000, 000000, 000009, 000000, 000000, 000000, 000000, 000032, 000018, 000098, 000004, 000000, 000000, 000000, 000000, 000026, 000000, 000000, 000006, 000001, 000000, 000004
פתח תקווה, 007900, 0226.0, 000479, 000355, 000003, 000352, 000083, 000005, 000001, 000000, 000000, 000000, 000020, 000000, 000000, 000000, 000000, 000037, 000016, 000102, 000008, 000001, 000000, 000000, 000000, 000063, 000000, 000000, 000001, 000005, 000000, 000010
